Subject,CourseTitle,CourseDescription,Component,Section,ClassNbr,Instructor,RequisitesAndConstraints,CreditUnits,Status,Waitlist,Campus,DeliveryType,Days/Times/Location,id,name,Times
Chem & Biochem Engineering,CBE 3310B - PROCESS DYNAMICS & CONTROL,"Course Description: The course covers the dynamic behavior, modeling and control of chemical processes. The principles of feedback control of commonly-encountered systems such as level, flow, temperature, pressure, are described. Theory is introduced to illustrate current practice. Simulations of dynamic behavior of processes will make use of the MATLAB/Simulink programming environment. Antirequisite(s): The former CBE 4410A/B. Extra Information: 3 lecture hours, 1 laboratory hours, 1 tutorial hour.",LEC,001,4614,S. Rohani,"RESTRICTED TO CHEMICAL, INTEGRATED OR GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): NMM 2277A/B or the former Applied Mathematics 2277A/B, CBE 2291A/B.",0.50,Not Full,0,Main,In Person,"  Tu       1:30 PM - 3:30 PM SEB-2099
      Th   8:30 AM - 9:30 AM SEB-2099",CBE 3310B,PROCESS DYNAMICS & CONTROL,"[{'day': 'Tuesday', 'start': '1:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Chem & Biochem Engineering,CBE 3315A - REACTION ENGINEERING,"Course Description: Chemical kinetics as applied to the large-scale manufacture of chemicals. An introduction to the factors which affect the design and size of chemical reactors, as well as the conditions under which they are to be operated for maximum efficiency. Extra Information: 3 lecture hours, 1.5 laboratory hours, 2 tutorial hours.",LEC,001,3672,J. Herrera,"RESTRICTED TO CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): NMM 1414A/B or the former Applied Mathematics 1414A/B, CBE 2224A/B and Chemistry 1302A/B.",0.50,Not Full,0,Main,In Person,"      Th   10:30 AM - 12:30 PM ACEB-1415
        F 10:30 AM - 11:30 AM ACEB-1410",CBE 3315A,REACTION ENGINEERING,"[{'day': 'Thursday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Friday', 'start': '10:30 AM', 'end': '11:30 AM'}]"
Chem & Biochem Engineering,CBE 3315A - REACTION ENGINEERING,"Course Description: Chemical kinetics as applied to the large-scale manufacture of chemicals. An introduction to the factors which affect the design and size of chemical reactors, as well as the conditions under which they are to be operated for maximum efficiency. Extra Information: 3 lecture hours, 1.5 laboratory hours, 2 tutorial hours.",LEC,001,3672,J. Herrera,"RESTRICTED TO CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): NMM 1414A/B or the former Applied Mathematics 1414A/B, CBE 2224A/B and Chemistry 1302A/B.",0.50,Not Full,0,Main,In Person,"      Th   10:30 AM - 12:30 PM ACEB-1415
        F 10:30 AM - 11:30 AM ACEB-1410",CBE 3315A,REACTION ENGINEERING,"[{'day': 'Thursday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Friday', 'start': '10:30 AM', 'end': '11:30 AM'}]"
Chem & Biochem Engineering,CBE 3316B - SUSTAINABLE CHEM ENGG. & LCA,"Course Description: An introduction to the approaches used to evaluate the environmental impacts of chemical technology and processes such as energy conversion, food production, transportation and waste management. This course will also focus on the application of green engineering concepts in chemical process design and evaluation. Antirequisite(s): GPE 3382A/B, GPE 3386A/B. Extra Information: 3 lecture hours per week, 1 tutorial hour per week.",LEC,001,10214,P. Charpentier,"REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2214A/B. Corequisite(s): CBE 3319A/B.",0.50,Not Full,0,Main,In Person,"    W     3:30 PM - 4:30 PM SEB-2099
      Th   1:30 PM - 2:30 PM SEB-2099
        F 11:30 AM - 12:30 PM SEB-2099",CBE 3316B,SUSTAINABLE CHEM ENGG. & LCA,"[{'day': 'Wednesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}, {'day': 'Friday', 'start': '11:30 AM', 'end': '12:30 PM'}]"
Chem & Biochem Engineering,CBE 3316B - SUSTAINABLE CHEM ENGG. & LCA,"Course Description: An introduction to the approaches used to evaluate the environmental impacts of chemical technology and processes such as energy conversion, food production, transportation and waste management. This course will also focus on the application of green engineering concepts in chemical process design and evaluation. Antirequisite(s): GPE 3382A/B, GPE 3386A/B. Extra Information: 3 lecture hours per week, 1 tutorial hour per week.",LEC,001,10214,P. Charpentier,"REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2214A/B. Corequisite(s): CBE 3319A/B.",0.50,Not Full,0,Main,In Person,"    W     3:30 PM - 4:30 PM SEB-2099
      Th   1:30 PM - 2:30 PM SEB-2099
        F 11:30 AM - 12:30 PM SEB-2099",CBE 3316B,SUSTAINABLE CHEM ENGG. & LCA,"[{'day': 'Wednesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}, {'day': 'Friday', 'start': '11:30 AM', 'end': '12:30 PM'}]"
Chem & Biochem Engineering,CBE 3316B - SUSTAINABLE CHEM ENGG. & LCA,"Course Description: An introduction to the approaches used to evaluate the environmental impacts of chemical technology and processes such as energy conversion, food production, transportation and waste management. This course will also focus on the application of green engineering concepts in chemical process design and evaluation. Antirequisite(s): GPE 3382A/B, GPE 3386A/B. Extra Information: 3 lecture hours per week, 1 tutorial hour per week.",LEC,001,10214,P. Charpentier,"REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2214A/B. Corequisite(s): CBE 3319A/B.",0.50,Not Full,0,Main,In Person,"    W     3:30 PM - 4:30 PM SEB-2099
      Th   1:30 PM - 2:30 PM SEB-2099
        F 11:30 AM - 12:30 PM SEB-2099",CBE 3316B,SUSTAINABLE CHEM ENGG. & LCA,"[{'day': 'Wednesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}, {'day': 'Friday', 'start': '11:30 AM', 'end': '12:30 PM'}]"
Chem & Biochem Engineering,CBE 3318A - INTRO TO CHEMICAL PROCESS SIM,"Course Description: This course aims to introduce and to develop student skills on modern methods for simulation of chemical process units. Differential heat balance, mass balance. Energy and material balance methods in process units. Executive systems for overall balance methods. Physical properties, computer packages. Extra Information: 2 lecture hours, 2 tutorial hours.",LEC,001,5822,H. De Lasa,"RESTRICTED TO CHEMICAL OR GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Engineering Science 1050, CBE 2220A/B, CBE 2221A/B, and either CBE 2224A/B.",0.50,Not Full,0,Main,In Person,M         8:30 AM - 10:30 AM SEB-2099,CBE 3318A,INTRO TO CHEMICAL PROCESS SIM,"[{'day': 'Monday', 'start': '8:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3319B - INTRO TO PLANT DESIGN & SAFETY,"Course Description: This course introduces students to chemical processes, analysis and design considering safety, environment and economics. Students will be exposed to fundamental aspects of chemical process design and integration of safety from theoretical and practical perspective. Students will be also provided with detailed review and analysis of major accidents in chemical industry and preventive measures. Antirequisite(s): GPE 3382A/B. Extra Information: 2 lecture hours, 2 tutorial hours.",LEC,001,5824,H. De Lasa,"RESTRICTED TO CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Engineering Science 1050, CBE 2220A/B, CBE 2221A/B, and either CBE 2224A/B.",0.50,Not Full,0,Main,In Person,"    W     2:30 PM - 3:30 PM SEB-2099
      Th   9:30 AM - 10:30 AM SEB-2099",CBE 3319B,INTRO TO PLANT DESIGN & SAFETY,"[{'day': 'Wednesday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3319B - INTRO TO PLANT DESIGN & SAFETY,"Course Description: This course introduces students to chemical processes, analysis and design considering safety, environment and economics. Students will be exposed to fundamental aspects of chemical process design and integration of safety from theoretical and practical perspective. Students will be also provided with detailed review and analysis of major accidents in chemical industry and preventive measures. Antirequisite(s): GPE 3382A/B. Extra Information: 2 lecture hours, 2 tutorial hours.",LEC,001,5824,H. De Lasa,"RESTRICTED TO CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Engineering Science 1050, CBE 2220A/B, CBE 2221A/B, and either CBE 2224A/B.",0.50,Not Full,0,Main,In Person,"    W     2:30 PM - 3:30 PM SEB-2099
      Th   9:30 AM - 10:30 AM SEB-2099",CBE 3319B,INTRO TO PLANT DESIGN & SAFETY,"[{'day': 'Wednesday', 'start': '2:30 PM', 'end': '3:30 PM'}, {'day': 'Thursday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3322A - HEAT TRANSFER OPERATIONS,"Course Description: Introduce chemical engineering students to the basics of heat transfer, including conduction, convection, radiation and phase change. This knowledge will be used for the design of various types of equipment such as heat exchangers with and without phase change agitated reactors, evaporators, condensers. Extra Information: 3 lecture hours, 1 tutorial hours.",LEC,001,4110,K. Mequanint,"RESTRICTED TO CHEMICAL, GREEN PROCESS AND INTEGRATED ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B, or registration in the Integrated Engineering program. Corequisite(s): CBE 3395Y, or CBE 3396Y, or GPE 3395Y, or registration in the Integrated Engineering program.",0.50,Not Full,0,Main,In Person,"M         1:30 PM - 3:30 PM ACEB-1420
    W     3:30 PM - 4:30 PM SEB-2099",CBE 3322A,HEAT TRANSFER OPERATIONS,"[{'day': 'Monday', 'start': '1:30 PM', 'end': '3:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Chem & Biochem Engineering,CBE 3322A - HEAT TRANSFER OPERATIONS,"Course Description: Introduce chemical engineering students to the basics of heat transfer, including conduction, convection, radiation and phase change. This knowledge will be used for the design of various types of equipment such as heat exchangers with and without phase change agitated reactors, evaporators, condensers. Extra Information: 3 lecture hours, 1 tutorial hours.",LEC,001,4110,K. Mequanint,"RESTRICTED TO CHEMICAL, GREEN PROCESS AND INTEGRATED ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B, or registration in the Integrated Engineering program. Corequisite(s): CBE 3395Y, or CBE 3396Y, or GPE 3395Y, or registration in the Integrated Engineering program.",0.50,Not Full,0,Main,In Person,"M         1:30 PM - 3:30 PM ACEB-1420
    W     3:30 PM - 4:30 PM SEB-2099",CBE 3322A,HEAT TRANSFER OPERATIONS,"[{'day': 'Monday', 'start': '1:30 PM', 'end': '3:30 PM'}, {'day': 'Wednesday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Chem & Biochem Engineering,CBE 3323B - STAGED OPERATIONS,"Course Description: This course will focus on the staged unit operations in chemical engineering. It is designed to familiarize the students with the nature and theory of chemical engineering unit operations, analysis and physical separation processes based on the ideal stage concept. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,7314,C. Xu,"RESTRICTED TO CHEMICAL OR GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B, CBE 2224A/B. Corequisite(s): CBE 3395Y or CBE 3396Y or GPE 3395Y.",0.50,Not Full,0,Main,In Person,"M         4:30 PM - 6:30 PM FNB-1240
    W     9:30 AM - 10:30 AM FNB-1240",CBE 3323B,STAGED OPERATIONS,"[{'day': 'Monday', 'start': '4:30 PM', 'end': '6:30 PM'}, {'day': 'Wednesday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3323B - STAGED OPERATIONS,"Course Description: This course will focus on the staged unit operations in chemical engineering. It is designed to familiarize the students with the nature and theory of chemical engineering unit operations, analysis and physical separation processes based on the ideal stage concept. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,7314,C. Xu,"RESTRICTED TO CHEMICAL OR GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B, CBE 2224A/B. Corequisite(s): CBE 3395Y or CBE 3396Y or GPE 3395Y.",0.50,Not Full,0,Main,In Person,"M         4:30 PM - 6:30 PM FNB-1240
    W     9:30 AM - 10:30 AM FNB-1240",CBE 3323B,STAGED OPERATIONS,"[{'day': 'Monday', 'start': '4:30 PM', 'end': '6:30 PM'}, {'day': 'Wednesday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3324B - MASS TRANSFER OPERATIONS,"Course Description: This course reviews the fundamentals of interphase mass transfer and transfer units and then reviews the design of differential mass transfer equipment, with special emphasis on absorption, stripping, humidification and drying. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,4447,L. Briens,"RESTRICTED TO CHEMICAL AND GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B. Corequisite(s): CBE 3395Y or CBE 3396Y or GPE 3395Y.",0.50,Not Full,0,Main,In Person,"M         12:30 PM - 1:30 PM ACEB-1420
  Tu       12:30 PM - 1:30 PM ACEB-1420
        F 9:30 AM - 10:30 AM ACEB-1420",CBE 3324B,MASS TRANSFER OPERATIONS,"[{'day': 'Monday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Tuesday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3324B - MASS TRANSFER OPERATIONS,"Course Description: This course reviews the fundamentals of interphase mass transfer and transfer units and then reviews the design of differential mass transfer equipment, with special emphasis on absorption, stripping, humidification and drying. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,4447,L. Briens,"RESTRICTED TO CHEMICAL AND GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B. Corequisite(s): CBE 3395Y or CBE 3396Y or GPE 3395Y.",0.50,Not Full,0,Main,In Person,"M         12:30 PM - 1:30 PM ACEB-1420
  Tu       12:30 PM - 1:30 PM ACEB-1420
        F 9:30 AM - 10:30 AM ACEB-1420",CBE 3324B,MASS TRANSFER OPERATIONS,"[{'day': 'Monday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Tuesday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3324B - MASS TRANSFER OPERATIONS,"Course Description: This course reviews the fundamentals of interphase mass transfer and transfer units and then reviews the design of differential mass transfer equipment, with special emphasis on absorption, stripping, humidification and drying. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,4447,L. Briens,"RESTRICTED TO CHEMICAL AND GREEN PROCESS ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B. Corequisite(s): CBE 3395Y or CBE 3396Y or GPE 3395Y.",0.50,Not Full,0,Main,In Person,"M         12:30 PM - 1:30 PM ACEB-1420
  Tu       12:30 PM - 1:30 PM ACEB-1420
        F 9:30 AM - 10:30 AM ACEB-1420",CBE 3324B,MASS TRANSFER OPERATIONS,"[{'day': 'Monday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Tuesday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3330A - BIOREACTION & BIOPROCESS ENG,"Course Description: This course focuses on enzyme, kinetics and bioreactor engineering; homogeneous and immobilized enzyme technology; microbial cell processes; free suspended and immobilized cell processes; batch and continuous bioreactor operation; oxygen mass transfer; aeration, agitation and mixing; sterilization of gases and liquids; basics of bioreactor scale-up. Antirequisite(s): CBE 3301A/B and CBE 3320A/B. Extra Information:3 lecture hours, 3 laboratory hours.",LEC,001,7113,D. Karamanev,"RESTRICTED TO YR 3 CHEMICAL ENGINEERING STUDENTS IN THE BIOCHEM OPTION.
REQUISITES: Prerequisite(s): CBE 2290A/B. Corequisite(s): CBE 3315A/B.",0.50,Not Full,0,Main,In Person,"M         10:30 AM - 12:30 PM FNB-2240
      Th   9:30 AM - 10:30 AM ACEB-1410",CBE 3330A,BIOREACTION & BIOPROCESS ENG,"[{'day': 'Monday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Thursday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3330A - BIOREACTION & BIOPROCESS ENG,"Course Description: This course focuses on enzyme, kinetics and bioreactor engineering; homogeneous and immobilized enzyme technology; microbial cell processes; free suspended and immobilized cell processes; batch and continuous bioreactor operation; oxygen mass transfer; aeration, agitation and mixing; sterilization of gases and liquids; basics of bioreactor scale-up. Antirequisite(s): CBE 3301A/B and CBE 3320A/B. Extra Information:3 lecture hours, 3 laboratory hours.",LEC,001,7113,D. Karamanev,"RESTRICTED TO YR 3 CHEMICAL ENGINEERING STUDENTS IN THE BIOCHEM OPTION.
REQUISITES: Prerequisite(s): CBE 2290A/B. Corequisite(s): CBE 3315A/B.",0.50,Not Full,0,Main,In Person,"M         10:30 AM - 12:30 PM FNB-2240
      Th   9:30 AM - 10:30 AM ACEB-1410",CBE 3330A,BIOREACTION & BIOPROCESS ENG,"[{'day': 'Monday', 'start': '10:30 AM', 'end': '12:30 PM'}, {'day': 'Thursday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 3395Y - CHEMICAL ENGINEERING LAB,"Course Description: This laboratory course applies and integrates concepts/theories presented in the following four courses: CBE 3322A/B, CBE 3323A/B, CBE 3324A/B, and CBE 3325A/B . Antirequisite(s): GPE 3395Y, or CBE 3396Y. Extra Information: 3 laboratory hours",LEC,001,5937,C. Xu,"RESTRICTED TO CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Corequisite(s): CBE 3322A/B, CBE 3323A/B, CBE 3324A/B.",0.50,Not Full,0,Main,In Person,  Tu       8:30 AM - 9:30 AM ACEB-1420,CBE 3395Y,CHEMICAL ENGINEERING LAB,"[{'day': 'Tuesday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Chem & Biochem Engineering,CBE 3396Y - BIOCHEM ENGINEERING LAB COURSE,"Course Description: This laboratory course applies and integrates concepts/theories presented in the following five courses: CBE 3322A/B, CBE 3323A/B, CBE 3324A/B, CBE 3325A/B and CBE 3330A/B. Antirequisite(s): CBE 3395Y. Extra Information: 3 laboratory hours.",LEC,001,8199,L. Rehmann,"REQUISITES: Corequisite(s): CBE 3322A/B, CBE 3323A/B, CBE 3324A/B, CBE 3330A/B.",0.50,Not Full,0,Main,In Person,  Tu       11:30 AM - 12:30 PM SH-3317,CBE 3396Y,BIOCHEM ENGINEERING LAB COURSE,"[{'day': 'Tuesday', 'start': '11:30 AM', 'end': '12:30 PM'}]"
Chem & Biochem Engineering,CBE 4403B - BIOCHEMICAL SEPARATION PROCESS,"Course Description: The main objective of this course is to introduce the student to the basic fundamentals of downstream separation and purification processes such as membrane separation processes, protein separation and purification and other separation processes of economic importance to fermentation industry. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,6150,L. Rehmann,"RESTRICTED TO YRS 3 OR 4 CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2290A/B, or Biology 1001A and Biology 1002B.",0.50,Not Full,0,Main,In Person,"      Th   5:30 PM - 6:30 PM SEB-2099
        F 2:30 PM - 4:30 PM SEB-2094",CBE 4403B,BIOCHEMICAL SEPARATION PROCESS,"[{'day': 'Thursday', 'start': '5:30 PM', 'end': '6:30 PM'}, {'day': 'Friday', 'start': '2:30 PM', 'end': '4:30 PM'}]"
Chem & Biochem Engineering,CBE 4403B - BIOCHEMICAL SEPARATION PROCESS,"Course Description: The main objective of this course is to introduce the student to the basic fundamentals of downstream separation and purification processes such as membrane separation processes, protein separation and purification and other separation processes of economic importance to fermentation industry. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,6150,L. Rehmann,"RESTRICTED TO YRS 3 OR 4 CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2290A/B, or Biology 1001A and Biology 1002B.",0.50,Not Full,0,Main,In Person,"      Th   5:30 PM - 6:30 PM SEB-2099
        F 2:30 PM - 4:30 PM SEB-2094",CBE 4403B,BIOCHEMICAL SEPARATION PROCESS,"[{'day': 'Thursday', 'start': '5:30 PM', 'end': '6:30 PM'}, {'day': 'Friday', 'start': '2:30 PM', 'end': '4:30 PM'}]"
Chem & Biochem Engineering,CBE 4405B - AIR POLLUTION CONTROL,"Course Description: The nature, effects and mitigation strategies for air pollution including the structure and physical behavior of the atmosphere, types and origins of air pollutants, chemical reactions in the atmosphere, atmospheric dispersion, techniques of pollutant evaluation, control, surveys and effects of air pollution on health and other aspects of urban and natural environments. Antirequisite(s): CEE 4405A/B. . Extra Information: 3.0 lecture hours, 1.0 tutorial hours.",LEC,001,9801,H. Kariminia,REQUISITES: Prerequisite(s): CEE 2224 or CBE 2221A/B or MME 2273A/B.,0.50,Not Full,0,Main,In Person,"M         6:30 PM - 7:30 PM ACEB-2435
    W     8:30 AM - 10:30 AM ACEB-1420",CBE 4405B,AIR POLLUTION CONTROL,"[{'day': 'Monday', 'start': '6:30 PM', 'end': '7:30 PM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 4405B - AIR POLLUTION CONTROL,"Course Description: The nature, effects and mitigation strategies for air pollution including the structure and physical behavior of the atmosphere, types and origins of air pollutants, chemical reactions in the atmosphere, atmospheric dispersion, techniques of pollutant evaluation, control, surveys and effects of air pollution on health and other aspects of urban and natural environments. Antirequisite(s): CEE 4405A/B. . Extra Information: 3.0 lecture hours, 1.0 tutorial hours.",LEC,001,9801,H. Kariminia,REQUISITES: Prerequisite(s): CEE 2224 or CBE 2221A/B or MME 2273A/B.,0.50,Not Full,0,Main,In Person,"M         6:30 PM - 7:30 PM ACEB-2435
    W     8:30 AM - 10:30 AM ACEB-1420",CBE 4405B,AIR POLLUTION CONTROL,"[{'day': 'Monday', 'start': '6:30 PM', 'end': '7:30 PM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 4409B - WASTEWATER TREATMENT,"Course Description: This course introduces a basic understanding of municipal wastewater treatment processes. The course reviews pertinent environmental regulations, and general wastewater quality parameters. Processes and unit operations in wastewater treatment are introduced with particular emphasis on process design. Considerations in integrating unit processes and operations into a treatment system are presented. Antirequisite(s): The former CBE 3363A/B. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,4843,D. Santoro,"RESTRICTED TO YR 3 OR 4 CHEMICAL, OR YR 4 GREEN PROCESS, INTEGRATED OR YR 3 CIVIL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): CBE 2290A/B or CEE 2217A/B or Chemistry 2210A/B",0.50,Not Full,0,Main,In Person,      Th   7:00 PM - 10:00 PM SH-3305,CBE 4409B,WASTEWATER TREATMENT,"[{'day': 'Thursday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Chem & Biochem Engineering,CBE 4411A - ENGINEERING COFFEE,"Course Description: This course combines and demonstrates chemical engineering principles using coffee as a teaching tool. Experiential learning will include hands-on applications of concepts through multiple lab activities and an examination of a local café through a case-based learning activity. Extra information: 3 lab hours, 1 tutorial hour.",LEC,001,11896,L. Briens,"REGISTRATION BY PERMISSION OF DEPARTMENT
REQUISITES: Prerequisite(s): CBE 2220A/B, CBE 2221A/B, CBE 3322A/B, CBE 3323A/B, CBE 3324A/B.",0.50,Full,0,Main,In Person,M         12:30 PM - 1:30 PM SEB-2094,CBE 4411A,ENGINEERING COFFEE,"[{'day': 'Monday', 'start': '12:30 PM', 'end': '1:30 PM'}]"
Chem & Biochem Engineering,CBE 4415 - CHEMICAL ENGINEERING PROJECT,"Course Description: Selection and investigation of an engineering problem. Analytical and/or experimental work is carried out by individual students under the supervision of a faculty member. Progress reports, a final engineering report and a public lecture are required. It is the responsibility of the student to identify a supervisor and suitable engineering problem for investigation before registering in the course. Antirequisite(s): CBE 4425, GPE 4415, CEE 4440, MME 4410. Extra Information: 6 laboratory hours.",LEC,001,3690,D. Karamanev,"RESTRICTED TO YR 4 CHEMICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Completion of third year of the Chemical Engineering program with a minimum 78% third year term average and permission of the department.",1.00,Not Full,0,Main,In Person,          -,CBE 4415,CHEMICAL ENGINEERING PROJECT,
Chem & Biochem Engineering,CBE 4416A - CARBON FOOTPRINT & MANAGEMENT,"Course Description: An overview of the main sources of CO2 emissions, their comparative impacts and the emerging technologies for CO2 management. The course focuses on the technical details associated with CO2 capture and storage and the practical challenges associated with implementation of these technologies. Antirequisite(s): CBE 4413A/B. Extra Information: 3.0 lecture hours, 1.0 tutorial hours.",LEC,001,12640,A. Bassi,REQUISITES: Prerequisite(s): CBE 3315A/B or GPE 3315A/B; CBE 3324A/B.,0.50,Not Full,0,Main,In Person,"      Th   8:30 AM - 10:30 AM SSC-2032
        F 9:30 AM - 10:30 AM ACEB-1415",CBE 4416A,CARBON FOOTPRINT & MANAGEMENT,"[{'day': 'Thursday', 'start': '8:30 AM', 'end': '10:30 AM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 4416A - CARBON FOOTPRINT & MANAGEMENT,"Course Description: An overview of the main sources of CO2 emissions, their comparative impacts and the emerging technologies for CO2 management. The course focuses on the technical details associated with CO2 capture and storage and the practical challenges associated with implementation of these technologies. Antirequisite(s): CBE 4413A/B. Extra Information: 3.0 lecture hours, 1.0 tutorial hours.",LEC,001,12640,A. Bassi,REQUISITES: Prerequisite(s): CBE 3315A/B or GPE 3315A/B; CBE 3324A/B.,0.50,Not Full,0,Main,In Person,"      Th   8:30 AM - 10:30 AM SSC-2032
        F 9:30 AM - 10:30 AM ACEB-1415",CBE 4416A,CARBON FOOTPRINT & MANAGEMENT,"[{'day': 'Thursday', 'start': '8:30 AM', 'end': '10:30 AM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Chem & Biochem Engineering,CBE 4421A - INTRO TO BIOMATERIALS ENGINRNG,"Course Description: An introduction of materials science and engineering topics. 2. The four materials classes (metals, ceramics, polymers, composites) will be addressed with emphasis upon the material types and material properties pertinent to their use in implanted medical devices. 3. The structure and properties of biologic tissues and biocompatibility. 4. Specific implant applications will be addressed. Extra Information: 3 lecture hours, 1 tutorial hour.",LEC,001,4950,A. Rizkalla,"RESTRICTED TO YRS 3 OR 4 CHEMICAL OR YR 4 GREEN PROCESS ENGINEERING OR YR 4 INTEGRATED ENGINEERING STUDENTS OR YR 3 CHEMICAL/HBA STUDENTS.
REQUISITES: Prerequisite(s): Engineering Science 1021A/B.",0.50,Not Full,0,Main,In Person,"M         9:30 AM - 10:30 AM ACEB-1415
  Tu       6:30 PM - 8:30 PM ACEB-1420",CBE 4421A,INTRO TO BIOMATERIALS ENGINRNG,"[{'day': 'Monday', 'start': '9:30 AM', 'end': '10:30 AM'}, {'day': 'Tuesday', 'start': '6:30 PM', 'end': '8:30 PM'}]"
